     Summary [  40.678s] 2561 tests run: 2297 passed (1 leaky), 264 failed, 3 skipped
        FAIL [   0.454s] gix remote::connection::fetch::refs::tests::update::checked_out_branches_in_worktrees_are_rejected_with_additional_information
        FAIL [   0.433s] gix remote::connection::fetch::refs::tests::update::fast_forwards_are_called_out_even_if_force_is_given
        FAIL [   0.195s] gix remote::connection::fetch::refs::tests::update::local_direct_refs_are_written_with_symbolic_ones
        FAIL [   0.317s] gix remote::connection::fetch::refs::tests::update::local_symbolic_refs_can_be_overwritten
        FAIL [   0.419s] gix remote::connection::fetch::refs::tests::update::non_fast_forward_is_rejected_but_appears_to_be_fast_forward_in_dryrun_mode
        FAIL [   0.629s] gix remote::connection::fetch::refs::tests::update::non_fast_forward_is_rejected_if_dry_run_is_disabled
        FAIL [   0.587s] gix remote::connection::fetch::refs::tests::update::remote_refs_cannot_map_to_local_head
        FAIL [   0.418s] gix remote::connection::fetch::refs::tests::update::remote_symbolic_refs_can_always_be_set_as_there_is_no_scenario_where_it_could_be_nonexisting_and_rejected
        FAIL [   0.625s] gix remote::connection::fetch::refs::tests::update::remote_symbolic_refs_can_be_written_locally_and_point_to_tracking_branch
        FAIL [   0.122s] gix remote::connection::fetch::refs::tests::update::remote_symbolic_refs_with_locally_unavailable_target_dont_overwrite_valid_local_branches
        FAIL [   0.141s] gix remote::connection::fetch::refs::tests::update::remote_symbolic_refs_with_locally_unavailable_target_result_in_valid_peeled_branches
        FAIL [   0.161s] gix remote::connection::fetch::refs::tests::update::unborn_remote_branches_can_be_created_locally_if_they_are_new
        FAIL [   0.139s] gix remote::connection::fetch::refs::tests::update::unborn_remote_branches_can_update_local_unborn_branches
        FAIL [   0.179s] gix remote::connection::fetch::refs::tests::update::unborn_remote_refs_dont_overwrite_valid_local_refs
        FAIL [   0.181s] gix remote::connection::fetch::refs::tests::update::various_valid_updates
        FAIL [   0.280s] gix-archive::archive from_tree::basic_usage_internal
        FAIL [   0.264s] gix-archive::archive from_tree::basic_usage_tar
        FAIL [   0.269s] gix-archive::archive from_tree::basic_usage_tar_gz
        FAIL [   0.302s] gix-archive::archive from_tree::basic_usage_zip
        FAIL [   0.079s] gix-attributes::attributes search::all_attributes_are_listed_in_declaration_order
        FAIL [   0.101s] gix-attributes::attributes search::baseline
        FAIL [   0.091s] gix-attributes::attributes search::given_attributes_are_made_available_in_given_order
        FAIL [   0.224s] gix-blame::blame it_works
        FAIL [   0.057s] gix-command tests::internal_win_path_lookup
        FAIL [   0.080s] gix-command::command extract_interpreter
        FAIL [   0.522s] gix-config-tests::config file::init::comfort::from_git_dir
        FAIL [   0.350s] gix-dir::dir walk::cancel_with_collection_does_not_fail
        FAIL [   0.478s] gix-dir::dir walk::complex_empty
        FAIL [   0.523s] gix-dir::dir walk::empty_and_nested_untracked
        FAIL [   0.496s] gix-dir::dir walk::empty_root
        FAIL [   0.407s] gix-dir::dir walk::expendable_and_precious
        FAIL [   0.480s] gix-dir::dir walk::expendable_and_precious_in_ignored_dir_with_pathspec
        FAIL [   0.343s] gix-dir::dir walk::file_root_is_shown_if_pathspec_matches_exactly
        FAIL [   0.397s] gix-dir::dir walk::ignored_dir_with_cwd_handling
        FAIL [   0.111s] gix-dir::dir walk::ignored_sub_repo
        FAIL [   0.103s] gix-dir::dir walk::ignored_with_cwd_handling
        FAIL [   0.110s] gix-dir::dir walk::ignored_with_prefix_pathspec_collapses_just_like_untracked
        FAIL [   0.106s] gix-dir::dir walk::in_repo_hidden_worktree
        FAIL [   0.126s] gix-dir::dir walk::in_repo_worktree
        FAIL [   0.127s] gix-dir::dir walk::nested_bare_repos_in_ignored_directories
        FAIL [   0.120s] gix-dir::dir walk::nested_ignored_dirs_for_deletion_nonmatching_wildcard_spec
        FAIL [   0.120s] gix-dir::dir walk::nested_precious_repo_respects_wildcards
        FAIL [   0.122s] gix-dir::dir walk::nested_repos_in_ignored_directories
        FAIL [   0.113s] gix-dir::dir walk::nested_repos_in_untracked_directories
        FAIL [   0.120s] gix-dir::dir walk::one_ignored_submodule
        FAIL [   0.136s] gix-dir::dir walk::only_untracked
        FAIL [   0.131s] gix-dir::dir walk::only_untracked_explicit_pathspec_selection
        FAIL [   0.113s] gix-dir::dir walk::only_untracked_from_subdir
        FAIL [   0.121s] gix-dir::dir walk::only_untracked_with_cwd_handling
        FAIL [   0.121s] gix-dir::dir walk::only_untracked_with_pathspec
        FAIL [   0.117s] gix-dir::dir walk::only_untracked_with_prefix_deletion
        FAIL [   0.005s] gix-dir::dir walk::partial_checkout_cone_and_non_one
        FAIL [   0.126s] gix-dir::dir walk::precious_are_not_expendable
        FAIL [   0.009s] gix-dir::dir walk::root_at_submodule_repository_allows_walk
        FAIL [   0.006s] gix-dir::dir walk::root_can_be_pruned_early_with_pathspec
        FAIL [   0.114s] gix-dir::dir walk::root_cannot_pass_through_case_altered_capital_dot_git_if_case_insensitive
        FAIL [   0.005s] gix-dir::dir walk::root_enters_directory_with_dot_git_in_reconfigured_worktree_tracked
        FAIL [   0.005s] gix-dir::dir walk::root_enters_directory_with_dot_git_in_reconfigured_worktree_untracked
        FAIL [   0.005s] gix-dir::dir walk::root_in_submodule_from_superproject_repository_allows_walk
        FAIL [   0.005s] gix-dir::dir walk::root_in_submodule_repository_allows_walk
        FAIL [   0.113s] gix-dir::dir walk::root_may_be_a_symlink_if_it_is_the_worktree
        FAIL [   0.120s] gix-dir::dir walk::root_may_not_go_through_dot_git
        FAIL [   0.005s] gix-dir::dir walk::root_may_not_go_through_nested_repository_unless_enabled
        FAIL [   0.005s] gix-dir::dir walk::root_may_not_go_through_submodule
        FAIL [   0.233s] gix-dir::dir walk::root_may_not_lead_through_symlinks
        FAIL [   0.005s] gix-dir::dir walk::root_that_is_ignored_is_listed_for_files_and_directories
        FAIL [   0.005s] gix-dir::dir walk::root_that_is_tracked_and_ignored_is_considered_tracked
        FAIL [   0.005s] gix-dir::dir walk::root_that_is_tracked_file_is_returned
        FAIL [   0.005s] gix-dir::dir walk::root_that_is_untracked_file_is_returned
        FAIL [   0.126s] gix-dir::dir walk::root_with_dir_that_is_tracked_and_ignored
        FAIL [   0.124s] gix-dir::dir walk::should_interrupt_works_even_in_empty_directories
        FAIL [   0.118s] gix-dir::dir walk::subdir_slash_with_negations
        FAIL [   0.126s] gix-dir::dir walk::subdir_untracked
        FAIL [   0.121s] gix-dir::dir walk::submodules
        FAIL [   0.147s] gix-dir::dir walk::symlink_to_dir_can_be_excluded
        FAIL [   0.164s] gix-dir::dir walk::top_level_slash_with_negations
        FAIL [   0.117s] gix-dir::dir walk::type_mismatch
        FAIL [   0.156s] gix-dir::dir walk::type_mismatch_ignore_case
        FAIL [   0.158s] gix-dir::dir walk::type_mismatch_ignore_case_clash_dir_is_file
        FAIL [   0.124s] gix-dir::dir walk::type_mismatch_ignore_case_clash_file_is_dir
        FAIL [   0.149s] gix-dir::dir walk::untracked_and_ignored
        FAIL [   0.164s] gix-dir::dir walk::untracked_and_ignored_collapse_handling_for_deletion_mixed
        FAIL [   0.135s] gix-dir::dir walk::untracked_and_ignored_collapse_handling_for_deletion_with_prefix_wildcards
        FAIL [   0.129s] gix-dir::dir walk::untracked_and_ignored_collapse_handling_for_deletion_with_wildcards
        FAIL [   0.138s] gix-dir::dir walk::untracked_and_ignored_collapse_handling_mixed
        FAIL [   0.153s] gix-dir::dir walk::untracked_and_ignored_collapse_handling_mixed_with_prefix
        FAIL [   0.141s] gix-dir::dir walk::untracked_and_ignored_collapse_mix
        FAIL [   0.132s] gix-dir::dir walk::untracked_and_ignored_for_deletion_negative_wildcard_spec
        FAIL [   0.127s] gix-dir::dir walk::untracked_and_ignored_for_deletion_nonmatching_wildcard_spec
        FAIL [   0.133s] gix-dir::dir walk::untracked_and_ignored_for_deletion_positive_wildcard_spec
        FAIL [   0.115s] gix-dir::dir walk::untracked_and_ignored_pathspec_guidance
        FAIL [   0.121s] gix-dir::dir walk::walk_with_submodule
        FAIL [   0.008s] gix-dir::dir walk::worktree_root_can_be_symlink
        FAIL [   0.019s] gix-dir::dir_walk_cwd prefixes_work_as_expected
        FAIL [   0.263s] gix-discover::discover is_git::bare_repo_with_index_file_looks_still_looks_like_bare
        FAIL [   0.309s] gix-discover::discover is_git::bare_repo_with_index_file_looks_still_looks_like_bare_if_it_was_renamed
        FAIL [   0.266s] gix-discover::discover is_git::missing_configuration_file_is_not_a_dealbreaker_in_bare_repo
        FAIL [   0.307s] gix-discover::discover is_git::missing_configuration_file_is_not_a_dealbreaker_in_nonbare_repo
        FAIL [   0.263s] gix-discover::discover is_git::no_bare_repo_without_index_file_looks_like_worktree
        FAIL [   0.215s] gix-discover::discover is_git::non_bare_repo_without_workdir
        FAIL [   0.192s] gix-discover::discover is_git::non_bare_repo_without_workdir_with_index
        FAIL [   0.206s] gix-discover::discover is_git::split_worktree_using_configuration
        FAIL [   0.093s] gix-discover::discover upwards::ceiling_dirs::ceiling_dir_is_ignored_if_we_are_standing_on_the_ceiling_and_no_match_is_required
        FAIL [   0.099s] gix-discover::discover upwards::ceiling_dirs::ceiling_dir_limits_are_respected_and_prevent_discovery
        FAIL [   0.120s] gix-discover::discover upwards::ceiling_dirs::ceiling_dirs_are_not_processed_differently_than_the_git_dir_candidate
        FAIL [   0.004s] gix-discover::discover upwards::ceiling_dirs::ceilings_are_adjusted_to_match_search_dir
        FAIL [   0.093s] gix-discover::discover upwards::ceiling_dirs::discovery_fails_if_we_require_a_matching_ceiling_dir_but_are_standing_on_it
        FAIL [   0.111s] gix-discover::discover upwards::ceiling_dirs::git_dir_candidate_within_ceiling_allows_discovery
        FAIL [   0.094s] gix-discover::discover upwards::ceiling_dirs::more_restrictive_ceiling_dirs_overrule_less_restrictive_ones
        FAIL [   0.117s] gix-discover::discover upwards::ceiling_dirs::no_matching_ceiling_dir_error_can_be_suppressed
        FAIL [   0.143s] gix-discover::discover upwards::ceiling_dirs::no_matching_ceiling_dirs_errors_by_default
        FAIL [   0.105s] gix-discover::discover upwards::do_not_shorten_absolute_paths
        FAIL [   0.114s] gix-discover::discover upwards::dot_git_only::bare_repos_are_ignored
        FAIL [   0.097s] gix-discover::discover upwards::dot_git_only::succeeds_from_within_dot_git_dir
        FAIL [   0.131s] gix-discover::discover upwards::dot_git_only::succeeds_in_worktree_dir
        FAIL [   0.006s] gix-discover::discover upwards::from_bare_git_dir
        FAIL [   0.006s] gix-discover::discover upwards::from_bare_git_dir_without_config_file
        FAIL [   0.005s] gix-discover::discover upwards::from_bare_with_index
        FAIL [   0.129s] gix-discover::discover upwards::from_dir_with_dot_dot
        FAIL [   0.006s] gix-discover::discover upwards::from_existing_worktree
        FAIL [   0.143s] gix-discover::discover upwards::from_existing_worktree_inside_dot_git
        FAIL [   0.005s] gix-discover::discover upwards::from_git_dir
        FAIL [   0.004s] gix-discover::discover upwards::from_inside_bare_git_dir
        FAIL [   0.004s] gix-discover::discover upwards::from_nested_dir
        FAIL [   0.004s] gix-discover::discover upwards::from_nested_dir_inside_a_git_dir
        FAIL [   0.004s] gix-discover::discover upwards::from_non_bare_without_index
        FAIL [   0.103s] gix-discover::discover upwards::from_non_existing_worktree
        FAIL [   0.103s] gix-discover::discover upwards::from_non_existing_worktree_inside_dot_git
        FAIL [   0.118s] gix-discover::discover upwards::from_working_dir
        FAIL [   0.004s] gix-discover::discover upwards::from_working_dir_no_config
        FAIL [   0.008s] gix-discover::isolated in_cwd_upwards_bare_repo_without_index
